tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0051767,movie,Imitation General,Imitation General,0,1958,\N,88,"Comedy,War"
tt0051768,movie,Immer die Radfahrer,Immer die Radfahrer,0,1958,\N,97,Comedy
tt0051770,movie,In Love and War,In Love and War,0,1958,\N,111,"Drama,War"
tt0051771,movie,In the Money,In the Money,0,1958,\N,61,"Comedy,Family"
tt0051773,movie,Indiscreet,Indiscreet,0,1958,\N,100,"Comedy,Romance"
tt0051774,movie,The Desert of Pigalle,Le désert de Pigalle,0,1958,\N,100,Drama
tt0051775,short,The Information Machine,The Information Machine,0,1958,\N,10,"Documentary,Short"
tt0051776,movie,The Inn of the Sixth Happiness,The Inn of the Sixth Happiness,0,1958,\N,158,"Biography,Drama,War"
tt0051777,movie,Innocent Meeting,Innocent Meeting,0,1959,\N,62,"Crime,Drama"
tt0051778,movie,Innocent Sinners,Innocent Sinners,0,1958,\N,95,Drama
tt0051779,movie,The Tenant,El inquilino,0,1958,\N,95,Drama
tt0051781,movie,Intent to Kill,Intent to Kill,0,1958,\N,88,"Crime,Drama,Thriller"
tt0051783,movie,Invisible Avenger,Invisible Avenger,0,1958,\N,60,"Action,Crime,Drama"
tt0051784,movie,"Io, mammeta e tu","Io, mammeta e tu",0,1958,\N,86,"Comedy,Romance"
tt0051785,movie,Isn't Mama Fabulous?,Ist Mama nicht fabelhaft?,0,1958,\N,93,"Comedy,Family"
tt0051786,movie,It! The Terror from Beyond Space,It! The Terror from Beyond Space,0,1958,\N,69,"Horror,Sci-Fi,Thriller"
tt0051788,movie,"Voyage to Italy, Complete with Love",Italienreise - Liebe inbegriffen,0,1958,\N,97,"Comedy,Romance"
tt0051789,movie,Ivan Brovkin na tseline,Ivan Brovkin na tseline,0,1959,\N,97,"Adventure,Comedy,Romance"
tt0051790,movie,"Ivan the Terrible, Part II: The Boyars' Plot",Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor,0,1958,\N,88,"Biography,Drama,History"
tt0051791,movie,Summer Clouds,Iwashigumo,0,1958,\N,128,Drama
tt0051792,movie,The Music Room,Jalsaghar,0,1958,\N,100,"Drama,Music"
tt0051794,movie,Jazzgossen,Jazzgossen,0,1958,\N,104,"Drama,Music"
tt0051795,movie,Jedini izlaz,Jedini izlaz,0,1958,\N,85,War
tt0051796,movie,Jenny,Jenny,0,1958,\N,98,"Drama,Romance,Sport"
tt0051797,movie,Jet Attack,Jet Attack,0,1958,\N,69,"Drama,War"
tt0051798,movie,El jinete sin cabeza,El jinete sin cabeza,0,1957,\N,91,"Horror,Mystery,Western"
tt0051799,short,Sûpâ jaiantsu - Jinkô eisei to jinrui no hametsu,Sûpâ jaiantsu - Jinkô eisei to jinrui no hametsu,0,1957,\N,40,"Action,Adventure,Fantasy"
tt0051800,movie,Johnny Rocco,Johnny Rocco,0,1958,\N,84,"Crime,Drama,Film-Noir"
tt0051801,movie,Le joueur,Le joueur,0,1958,\N,102,Drama
tt0051802,short,Journey Into Spring,Journey Into Spring,0,1958,\N,28,"Documentary,Short"
tt0051803,movie,Joy Ride,Joy Ride,0,1958,\N,65,"Crime,Drama,Film-Noir"
tt0051805,movie,Juvenile Jungle,Juvenile Jungle,0,1958,\N,69,"Action,Adventure,Crime"
tt0051806,movie,Kala Pani,Kala Pani,0,1958,\N,164,"Crime,Musical,Romance"
tt0051807,movie,Voice Without a Shadow,Kagenaki koe,0,1958,\N,92,"Crime,Drama,Mystery"
tt0051808,movie,The Hidden Fortress,Kakushi-toride no san-akunin,0,1958,\N,139,"Action,Adventure,Drama"
tt0051809,movie,Kalosze szczescia,Kalosze szczescia,0,1958,\N,104,"Action,Comedy"
tt0051810,movie,Kanashimi wa onna dakeni,Kanashimi wa onna dakeni,0,1958,\N,90,Drama
tt0051811,movie,Always Victorious,"Pezzo, capopezzo e capitano",0,1958,\N,95,"Comedy,War"
tt0051812,movie,Safebreakers,Kasari,0,1958,\N,85,"Comedy,Crime"
tt0051813,movie,Kathy O',Kathy O',0,1958,\N,99,"Comedy,Drama"
tt0051815,movie,Kermesse,Kermesse,0,1959,\N,85,"Comedy,Drama,Music"
tt0051816,movie,The Key,The Key,0,1958,\N,134,"Drama,Romance,War"
tt0051817,movie,Kinder der Berge,Kinder der Berge,0,1958,\N,99,Drama
tt0051818,movie,King Creole,King Creole,0,1958,\N,116,"Crime,Drama,Musical"
tt0051819,movie,Kings Go Forth,Kings Go Forth,0,1958,\N,109,"Action,Drama,Romance"
tt0051821,short,The Kiss,The Kiss,0,1958,\N,29,"Comedy,Short"
tt0051822,movie,Klarar Bananen Biffen?,Klarar Bananen Biffen?,0,1957,\N,94,Comedy
tt0051823,movie,Kleine Leute mal ganz groß,Kleine Leute mal ganz groß,0,1958,\N,98,Comedy
tt0051825,short,Knighty Knight Bugs,Knighty Knight Bugs,0,1958,\N,6,"Animation,Comedy,Family"
tt0051827,movie,Kommunist,Kommunist,0,1958,\N,111,"Drama,History,Romance"
tt0051828,movie,The Eternal Rainbow,Kono ten no niji,0,1958,\N,106,Drama
tt0051829,movie,Kostervalsen,Kostervalsen,0,1958,\N,97,Romance
tt0051830,movie,Król Macius I,Król Macius I,0,1958,\N,89,Family
tt0051831,movie,Krudt og klunker,Krudt og klunker,0,1958,\N,78,Comedy
tt0051832,movie,Nobody's Child,Kuer liulang ji,0,1960,\N,108,"Drama,Family"
tt0051833,movie,Woman in a Fur Coat,Kvinna i leopard,0,1958,\N,100,"Drama,Thriller"
tt0051834,movie,Giants and Toys,Kyojin to gangu,0,1958,\N,95,"Comedy,Drama"
tt0051835,movie,Die Käserei in der Vehfreude,Die Käserei in der Vehfreude,0,1958,\N,86,"Comedy,Drama,Romance"
tt0051836,movie,Phantom Carriage,Körkarlen,0,1958,\N,109,"Drama,Fantasy,Horror"
tt0051837,movie,Der lachende Vagabund,Der lachende Vagabund,0,1958,\N,89,"Comedy,Musical,Romance"
tt0051838,movie,"He Thief, She Thief","Ladro lui, ladra lei",0,1958,\N,100,Comedy
tt0051839,movie,The Lady Takes a Flyer,The Lady Takes a Flyer,0,1958,\N,94,"Comedy,Drama,Music"
tt0051840,movie,Lafayette Escadrille,Lafayette Escadrille,0,1958,\N,93,"Drama,Romance,War"
tt0051841,movie,Make Way for Lila,Laila,0,1958,\N,100,Drama
tt0051842,movie,Lajwanti,Lajwanti,0,1958,\N,120,"Drama,Family"
tt0051843,movie,Die Landärztin vom Tegernsee,Die Landärztin vom Tegernsee,0,1958,\N,93,Comedy
tt0051844,movie,The Last Blitzkrieg,The Last Blitzkrieg,0,1959,\N,84,"Drama,War"
tt0051845,movie,The Last Hurrah,The Last Hurrah,0,1958,\N,121,Drama
tt0051846,movie,The Last of the Fast Guns,The Last of the Fast Guns,0,1958,\N,82,Western
tt0051847,movie,Law and Disorder,Law and Disorder,0,1958,\N,76,"Comedy,Crime"
tt0051848,movie,The Law and Jake Wade,The Law and Jake Wade,0,1958,\N,86,"Drama,Western"
tt0051849,movie,The Left Handed Gun,The Left Handed Gun,0,1958,\N,102,"Drama,Western"
tt0051850,short,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow,0,1949,\N,34,"Animation,Comedy,Family"
tt0051851,movie,The Law Is the Law,La legge è legge,0,1958,\N,95,Comedy
tt0051852,movie,The Law,La legge,0,1959,\N,126,"Comedy,Crime,Drama"
tt0051853,movie,Legion of the Doomed,Legion of the Doomed,0,1958,\N,76,Adventure
tt0051854,movie,Playing on the Rainbow,Lek på regnbågen,0,1958,\N,92,Drama
tt0051855,movie,Leningrad Symphony,Leningradskaya simfoniya,0,1957,\N,92,"Drama,War"
tt0051856,movie,Let's Rock,Let's Rock,0,1958,\N,79,"Drama,Music"
tt0051857,movie,Before Spring,Letters from China,0,1958,\N,45,Documentary
tt0051858,movie,Liebe kann wie Gift sein,Liebe kann wie Gift sein,0,1958,\N,91,Drama
tt0051859,movie,"Liebe, Mädchen und Soldaten","Liebe, Mädchen und Soldaten",0,1958,\N,106,"Comedy,Musical"
tt0051860,movie,Das Lied der Matrosen,Das Lied der Matrosen,0,1958,\N,126,"Drama,War"
tt0051861,movie,Ein Lied geht um die Welt,Ein Lied geht um die Welt,0,1958,\N,103,"Biography,Drama,Music"
tt0051862,movie,Life Begins at 17,Life Begins at 17,0,1958,\N,74,Drama
tt0051863,movie,Life Is a Circus,Life Is a Circus,0,1960,\N,84,Comedy
tt0051864,movie,The Light in the Forest,The Light in the Forest,0,1958,\N,83,"Adventure,Drama,Family"
tt0051866,movie,The Lineup,The Lineup,0,1958,\N,86,"Crime,Drama,Film-Noir"
tt0051867,movie,Linje sex,Linje sex,0,1958,\N,96,\N
tt0051868,movie,Links of Justice,Links of Justice,0,1958,\N,68,"Crime,Drama"
tt0051869,movie,Los pequeños gigantes,Los pequeños gigantes,0,1960,\N,87,"Documentary,Drama,Romance"
tt0051870,movie,The Littlest Hobo,The Littlest Hobo,0,1958,\N,77,Adventure
tt0051871,movie,"Live Fast, Die Young","Live Fast, Die Young",0,1958,\N,82,"Crime,Drama,Film-Noir"
tt0051872,short,The Living Stone,The Living Stone,0,1959,\N,34,"Documentary,Short"
tt0051874,movie,La Llorona,La Llorona,0,1960,\N,75,"Drama,Fantasy,Horror"
tt0051875,movie,The Follies of Barbara,Las locuras de Bárbara,0,1959,\N,92,Comedy
tt0051876,movie,The Lone Ranger and the Lost City of Gold,The Lone Ranger and the Lost City of Gold,0,1958,\N,81,"Drama,Western"
tt0051877,movie,The Long Knife,The Long Knife,0,1958,\N,57,Crime
tt0051878,movie,"The Long, Hot Summer","The Long, Hot Summer",0,1958,\N,115,Drama
tt0051879,movie,Look Back in Anger,Look Back in Anger,0,1959,\N,98,Drama
tt0051880,movie,Lost Lagoon,Lost Lagoon,0,1957,\N,79,Drama
tt0051881,movie,The Lost Missile,The Lost Missile,0,1958,\N,70,"Mystery,Sci-Fi"
tt0051883,movie,Luban De Chuanshuo,Luban De Chuanshuo,0,1958,\N,95,Drama
tt0051884,movie,Luna de verano,Luna de verano,0,1959,\N,87,Comedy
tt0051885,movie,Macabre,Macabre,0,1958,\N,72,"Crime,Drama,Horror"
tt0051886,movie,The Witches from Another World,Machete,0,1958,\N,75,"Adventure,Comedy,Drama"
tt0051887,movie,Machine-Gun Kelly,Machine-Gun Kelly,0,1958,\N,80,"Action,Biography,Crime"
tt0051889,movie,Naked in the Night,Madeleine Tel. 13 62 11,0,1958,\N,87,"Crime,Drama"
tt0051890,movie,Escape from Sahara,Madeleine und der Legionär,0,1958,\N,101,Adventure
tt0051891,movie,The Naked Maja,The Naked Maja,0,1958,\N,111,"Adventure,Biography,Drama"
tt0051893,movie,The Man Inside,The Man Inside,0,1958,\N,97,"Adventure,Crime,Drama"
tt0051894,movie,The Man Upstairs,The Man Upstairs,0,1958,\N,88,"Crime,Drama,Film-Noir"
tt0051895,movie,The Man Who Died Twice,The Man Who Died Twice,0,1958,\N,70,"Crime,Drama,Film-Noir"
tt0051896,movie,The Man Who Wouldn't Talk,The Man Who Wouldn't Talk,0,1958,\N,97,"Crime,Drama"
tt0051897,movie,Man from God's Country,Man from God's Country,0,1958,\N,72,Western
tt0051898,movie,Youth Comes Only Twice,Man ist nur zweimal jung,0,1958,\N,93,Comedy
tt0051899,movie,Man of the West,Man of the West,0,1958,\N,100,"Drama,Western"
tt0051900,movie,Man on the Prowl,Man on the Prowl,0,1957,\N,86,"Crime,Drama,Film-Noir"
tt0051901,movie,Man or Gun,Man or Gun,0,1958,\N,79,Western
tt0051903,movie,Manhunt in the Jungle,Manhunt in the Jungle,0,1958,\N,79,"Action,Adventure,Biography"
tt0051904,movie,Der Mann im Strom,Der Mann im Strom,0,1958,\N,95,"Crime,Drama"
tt0051905,movie,"Der Mann, der nicht nein sagen konnte","Der Mann, der nicht nein sagen konnte",0,1958,\N,93,Comedy
tt0051906,movie,Mannequin in Red,Mannekäng i rött,0,1958,\N,108,"Mystery,Thriller"
tt0051907,movie,Maracaibo,Maracaibo,0,1958,\N,88,"Adventure,Drama,Romance"
tt0051908,movie,Mardi Gras,Mardi Gras,0,1958,\N,107,Musical
tt0051909,movie,"Marinai, donne e guai","Marinai, donne e guai",0,1959,\N,90,Comedy
tt0051911,movie,Marjorie Morningstar,Marjorie Morningstar,0,1958,\N,128,"Drama,Romance"
tt0051912,movie,Mark of the Phoenix,Mark of the Phoenix,0,1958,\N,64,"Crime,Drama,Thriller"
tt0051913,movie,The Matchmaker,The Matchmaker,0,1958,\N,103,"Comedy,Romance"
tt0051914,movie,The Muzzle,Der Maulkorb,0,1958,\N,95,Comedy
tt0051915,movie,Me and the Colonel,Me and the Colonel,0,1958,\N,109,"Comedy,War"
tt0051917,movie,Mein Schatz ist aus Tirol,Mein Schatz ist aus Tirol,0,1958,\N,89,"Comedy,Musical,Romance"
tt0051918,movie,Meine 99 Bräute,Meine 99 Bräute,0,1958,\N,86,Romance
tt0051919,movie,Meine Frau macht Musik,Meine Frau macht Musik,0,1958,\N,85,"Comedy,Musical"
tt0051921,movie,Menace in the Night,Face in the Night,0,1957,\N,78,"Crime,Drama"
tt0051923,short,The Blackbird,Le merle,0,1958,\N,4,"Animation,Short"
tt0051924,movie,Merry Andrew,Merry Andrew,0,1958,\N,103,"Comedy,Musical,Romance"
tt0051925,movie,Beautiful and Beloved Mexico,México lindo y querido,0,1961,\N,90,Musical
tt0051926,movie,Mia nonna poliziotto,Mia nonna poliziotto,0,1958,\N,96,Comedy
tt0051927,movie,We Only Live Once,Mia zoi tin ehoume,0,1958,\N,111,"Comedy,Drama,Romance"
tt0051930,movie,Mientras el cuerpo aguante,Mientras el cuerpo aguante,0,1958,\N,90,Comedy
tt0051931,movie,A Man from This Star,Mies tältä tähdeltä,0,1958,\N,97,Drama
tt0051932,movie,Mingea,Mingea,0,1959,\N,70,Drama
tt0051933,movie,The Mirror Has Two Faces,Le miroir a deux faces,0,1958,\N,96,Drama
tt0051934,movie,Miss Stone,Mis Ston,0,1958,\N,96,"Adventure,Drama,History"
tt0051935,movie,Missile Monsters,Missile Monsters,0,1958,\N,75,Sci-Fi
tt0051936,movie,The Missouri Traveler,The Missouri Traveler,0,1958,\N,103,"Drama,Family,Western"
tt0051937,movie,The Black Pit of Dr. M,Misterios de ultratumba,0,1959,\N,82,"Fantasy,Horror,Mystery"
tt0051938,movie,Sin Began with Eve,Mit Eva fing die Sünde an,0,1958,\N,85,Comedy
tt0051939,movie,Ash Wednesday,Miércoles de ceniza,0,1958,\N,106,"Drama,War"
tt0051940,movie,Model for Murder,Model for Murder,0,1959,\N,73,"Crime,Drama,Mystery"
tt0051941,movie,Mogli pericolose,Mogli pericolose,0,1958,\N,97,Comedy
tt0051942,movie,"Moi, un noir","Moi, un noir",0,1958,\N,70,Drama
tt0051943,movie,Moment of Indiscretion,Moment of Indiscretion,0,1958,\N,71,"Crime,Drama"
tt0051946,movie,"Money, Women and Guns","Money, Women and Guns",0,1958,\N,80,"Mystery,Western"
tt0051947,movie,The Monster of Piedras Blancas,The Monster of Piedras Blancas,0,1959,\N,71,"Horror,Sci-Fi"
tt0051948,movie,Monster on the Campus,Monster on the Campus,0,1958,\N,77,"Horror,Sci-Fi"
tt0051950,movie,Mor skal giftes,Mor skal giftes,0,1958,\N,85,"Comedy,Family,Romance"
tt0051951,movie,The Day the Sky Exploded,La morte viene dallo spazio,0,1958,\N,82,Sci-Fi
tt0051952,short,A Movie,A Movie,0,1958,\N,12,Short
tt0051953,movie,The Girl of San Pietro Square,La ragazza di Piazza San Pietro,0,1958,\N,90,Comedy
tt0051954,movie,Una muchachita de Valladolid,Una muchachita de Valladolid,0,1958,\N,90,"Comedy,Drama"
tt0051955,movie,The Rickshaw Man,Muhomatsu no issho,0,1958,\N,103,"Comedy,Drama"
tt0051956,movie,Gli zitelloni,Gli zitelloni,0,1958,\N,90,Comedy
tt0051957,movie,La mujer y la bestia,La mujer y la bestia,0,1959,\N,85,"Drama,Horror,Mystery"
tt0051958,movie,La muralla,La muralla,0,1958,\N,82,Drama
tt0051959,movie,Murder by Contract,Murder by Contract,0,1958,\N,81,"Crime,Drama,Film-Noir"
tt0051960,movie,Musik ombord,Musik ombord,0,1958,\N,97,"Comedy,Musical"
tt0051961,short,Mutts About Racing,Mutts About Racing,0,1958,\N,7,"Animation,Comedy,Family"
tt0051962,movie,My World Dies Screaming,My World Dies Screaming,0,1958,\N,85,"Horror,Mystery,Romance"
tt0051963,movie,Rosemary,Das Mädchen Rosemarie,0,1958,\N,105,Drama
tt0051964,movie,Mädchen in Uniform,Mädchen in Uniform,0,1958,\N,95,Drama
tt0051965,movie,Das Mädchen mit den Katzenaugen,Das Mädchen mit den Katzenaugen,0,1958,\N,89,"Action,Crime,Thriller"
tt0051966,movie,Das Mädchen vom Moorhof,Das Mädchen vom Moorhof,0,1958,\N,87,Drama
tt0051968,movie,Mexico Never Sleeps,México nunca duerme,0,1959,\N,\N,"Action,Crime,Drama"
tt0051970,movie,Música de ayer,Música de ayer,0,1959,\N,110,\N
tt0051971,movie,Münchhausen in Afrika,Münchhausen in Afrika,0,1958,\N,88,"Comedy,Musical"
tt0051972,movie,Na malkiya ostrov,Na malkiya ostrov,0,1958,\N,94,Drama
tt0051973,movie,Nachtschwester Ingeborg,Nachtschwester Ingeborg,0,1958,\N,97,Drama
tt0051974,movie,"Nackt, wie Gott sie schuf","Nackt, wie Gott sie schuf",0,1958,\N,93,Drama
tt0051977,movie,The Naked Earth,The Naked Earth,0,1958,\N,96,Drama
tt0051978,movie,The Naked and the Dead,The Naked and the Dead,0,1958,\N,131,"Drama,War"
tt0051979,movie,"Napoli, sole mio!","Napoli, sole mio!",0,1958,\N,\N,"Comedy,Musical"
tt0051980,movie,The Ballad of Narayama,Narayama bushikô,0,1958,\N,98,Drama
tt0051981,movie,The Narcotics Story,The Narcotics Story,0,1958,\N,78,Drama
tt0051982,movie,Wet Asphalt,Nasser Asphalt,0,1958,\N,90,"Drama,Thriller"
tt0051983,movie,Nazarin,Nazarín,0,1959,\N,94,Drama
tt0051984,movie,Nel blu dipinto di blu,Nel blu dipinto di blu,0,1961,\N,103,Comedy
tt0051985,movie,Sign of the Gladiator,Nel segno di Roma,0,1959,\N,98,"Adventure,Drama,Romance"
tt0051986,movie,...and the Wild Wild Women,Nella città l'inferno,0,1959,\N,95,Drama
tt0051987,movie,Never Love a Stranger,Never Love a Stranger,0,1958,\N,91,"Crime,Drama,Romance"
tt0051988,movie,New Orleans After Dark,New Orleans After Dark,0,1958,\N,69,"Crime,Drama"
tt0051989,movie,Neither Seen Nor Recognized,"Ni vu, ni connu",0,1958,\N,95,Comedy
tt0051990,movie,A Nice Little Bank That Should Be Robbed,A Nice Little Bank That Should Be Robbed,0,1958,\N,87,"Comedy,Crime"
tt0051991,movie,The Kidnapping of Miss Nylon,Nick Knattertons Abenteuer - Der Raub der Gloria Nylon,0,1959,\N,89,"Comedy,Crime"
tt0051992,movie,Nieuwe avonturen van Dik Trom,Nieuwe avonturen van Dik Trom,0,1958,\N,88,Family
tt0051993,movie,Night of the Blood Beast,Night of the Blood Beast,0,1958,\N,62,"Horror,Sci-Fi"
tt0051994,movie,A Night to Remember,A Night to Remember,0,1958,\N,123,"Drama,History"
tt0051997,movie,La nipote Sabella,La nipote Sabella,0,1959,\N,90,Comedy
tt0051998,movie,Nishi Ginza Station,Nishi Ginza ekimae,0,1958,\N,52,"Comedy,Drama"
tt0051999,movie,El niño de las monjas,El niño de las monjas,0,1959,\N,96,Drama
tt0052002,movie,No Name on the Bullet,No Name on the Bullet,0,1959,\N,77,"Drama,Western"
tt0052003,movie,No Place to Land,No Place to Land,0,1958,\N,77,"Action,Drama,Romance"
tt0052005,movie,No Time for Sergeants,No Time for Sergeants,0,1958,\N,119,"Comedy,War"
tt0052006,movie,No Trees in the Street,No Trees in the Street,0,1959,\N,96,"Crime,Drama"
tt0052007,movie,La noche y el alba,La noche y el alba,0,1958,\N,90,Drama
tt0052008,movie,Nochnoy gost,Nochnoy gost,0,1958,\N,58,Drama
tt0052009,movie,Non sono più Guaglione,Non sono più Guaglione,0,1958,\N,95,Comedy
tt0052010,movie,The Notorious Mr. Monks,The Notorious Mr. Monks,0,1958,\N,70,Drama
tt0052011,movie,La novia de Juan Lucero,La novia de Juan Lucero,0,1959,\N,84,"Drama,Musical"
tt0052012,short,"Now, Hare This","Now, Hare This",0,1958,\N,7,"Animation,Comedy,Family"
tt0052013,movie,Nowhere to Go,Nowhere to Go,0,1958,\N,89,"Crime,Drama"
tt0052015,short,Number 11: Mirror Animations,Number 11: Mirror Animations,0,1956,\N,4,"Animation,Short"
tt0052016,movie,Stolen Desire,Nusumareta yokujô,0,1958,\N,92,Comedy
tt0052017,movie,Brink of Life,Nära livet,0,1958,\N,84,Drama
tt0052018,movie,Of Things Supernatural,O vecech nadprirozených,0,1959,\N,104,"Comedy,Fantasy,Mystery"
tt0052019,movie,An Ordinary Trip,Ocherednoy reys,0,1958,\N,98,Drama
tt0052020,short,Oeuverture,Oeuverture,0,1959,\N,10,"Documentary,Short"
tt0052021,movie,Ogni Baku,Ogni Baku,0,1950,\N,84,Drama
tt0052022,movie,Oh! Qué mambo,Oh! Qué mambo,0,1959,\N,82,"Comedy,Musical"
tt0052023,movie,Ooh... diese Ferien,Ooh... diese Ferien,0,1958,\N,100,Comedy
tt0052024,movie,Ohne Mutter geht es nicht,Ohne Mutter geht es nicht,0,1958,\N,100,Comedy
tt0052025,short,Oil's Well That Ends Well,Oil's Well That Ends Well,0,1958,\N,16,"Comedy,Short"
tt0052027,movie,The Old Man and the Sea,The Old Man and the Sea,0,1958,\N,86,"Adventure,Drama"
tt0052028,movie,On the Run,On the Run,0,1958,\N,70,"Crime,Drama"
tt0052029,movie,Once Upon a Horse...,Once Upon a Horse...,0,1958,\N,85,"Comedy,Western"
tt0052030,movie,Onionhead,Onionhead,0,1958,\N,111,"Comedy,Drama,Romance"
tt0052031,short,Diary of a Pregnant Woman,L'opéra-mouffe,0,1958,\N,16,"Drama,Romance,Short"
tt0052033,movie,Orders to Kill,Orders to Kill,0,1958,\N,112,"Drama,Thriller,War"
tt0052034,movie,Oregon Passage,Oregon Passage,0,1957,\N,80,Western
tt0052035,movie,Ôsaka no onna,Ôsaka no onna,0,1958,\N,\N,Drama
tt0052036,movie,The Eighth Day of the Week,Ósmy dzien tygodnia,0,1958,\N,83,"Drama,Romance"
tt0052037,movie,The Last Day of Summer,Ostatni dzien lata,0,1958,\N,66,"Drama,Romance"
tt0052039,movie,Outcasts of the City,Outcasts of the City,0,1958,\N,61,"Drama,Romance"
tt0052040,short,Over glas gesproken,Over glas gesproken,0,1958,\N,27,"Documentary,Short"
tt0052042,movie,Il padrone delle ferriere,Il padrone delle ferriere,0,1959,\N,110,"Drama,Romance"
tt0052044,movie,Der Page vom Palast-Hotel,Der Page vom Palast-Hotel,0,1958,\N,95,Comedy
tt0052045,movie,"Bread, Love and Andalucia","Pan, amor y Andalucía",0,1958,\N,95,Comedy
tt0052046,movie,The Philosopher's Stone,Parash Pathar,0,1958,\N,111,"Comedy,Fantasy"
tt0052047,movie,Paris Holiday,Paris Holiday,0,1958,\N,103,"Action,Comedy,Romance"
tt0052048,movie,Retiro Park,Parque de Madrid,0,1959,\N,92,Comedy
tt0052049,movie,The Party Crashers,The Party Crashers,0,1958,\N,78,Drama
tt0052050,movie,Party Girl,Party Girl,0,1958,\N,99,"Crime,Drama,Film-Noir"
tt0052051,movie,Parvarish,Parvarish,0,1958,\N,129,"Drama,Family"
tt0052052,movie,El pasado te acusa,El pasado te acusa,0,1958,\N,92,"Crime,Drama"
tt0052053,movie,Storm Over Jamaica,Passionate Summer,0,1958,\N,103,Romance
tt0052054,movie,Pastor Jarman kommer hjem,Pastor Jarman kommer hjem,0,1958,\N,91,"Drama,Mystery"
tt0052055,movie,The Crammer,Der Pauker,0,1958,\N,91,"Comedy,Drama"
tt0052056,short,Paul Bunyan,Paul Bunyan,0,1958,\N,17,"Adventure,Animation,Comedy"
tt0052057,movie,Pekka ja Pätkä miljonääreinä,Pekka ja Pätkä miljonääreinä,0,1958,\N,98,Comedy
tt0052058,movie,Pensione Edelweiss,Pensione Edelweiss,0,1959,\N,88,"Drama,Thriller"
tt0052059,movie,The Perfect Furlough,The Perfect Furlough,0,1958,\N,93,"Comedy,Romance"
tt0052060,movie,Den pervyy,Den pervyy,0,1958,\N,91,"Drama,History"
tt0052061,movie,"Peter Voss, der Millionendieb","Peter Voss, der Millionendieb",0,1958,\N,110,"Comedy,Crime"
tt0052062,movie,Petersburg Nights,Petersburger Nächte,0,1958,\N,89,Drama
tt0052063,movie,The Noose,Petla,0,1958,\N,96,Drama
tt0052065,movie,Phagun,Phagun,0,1958,\N,\N,"Comedy,Drama,Musical"
tt0052066,movie,Pia of Ptolomey,Pia de' Tolomei,0,1958,\N,102,Drama
tt0052068,movie,"Piefke, der Schrecken der Kompanie","Piefke, der Schrecken der Kompanie",0,1958,\N,87,Comedy
tt0052069,short,Pies and Guys,Pies and Guys,0,1958,\N,17,"Comedy,Short"
tt0052070,movie,Pigen og vandpytten,Pigen og vandpytten,0,1958,\N,97,"Comedy,Family"
tt0052071,movie,Pigulki dla Aurelii,Pigulki dla Aurelii,0,1958,\N,92,"Action,Drama,War"
tt0052072,movie,The Pirate of the Black Hawk,Il pirata dello sparviero nero,0,1958,\N,72,Adventure
tt0052073,movie,The Little Apartment,El pisito,0,1958,\N,87,"Comedy,Drama"
tt0052074,movie,Piya Milan,Piya Milan,0,1958,\N,132,"Action,Adventure,Drama"
tt0052075,short,A Pizza Tweety-Pie,A Pizza Tweety-Pie,0,1958,\N,6,"Animation,Comedy,Family"
tt0052076,movie,No Escape,Le piège,0,1958,\N,98,"Crime,Drama"
tt0052077,movie,Plan 9 from Outer Space,Plan 9 from Outer Space,0,1957,\N,79,"Horror,Sci-Fi"
tt0052078,movie,Policarpo,Policarpo 'ufficiale di scrittura',0,1959,\N,104,Comedy
tt0052080,movie,Ashes and Diamonds,Popiól i diament,0,1958,\N,103,"Drama,Romance,War"
tt0052082,movie,Post Box 999,Post Box 999,0,1958,\N,115,"Action,Mystery"
tt0052083,movie,Lydia Ate the Apple,Pozegnania,0,1958,\N,97,"Drama,Romance"
tt0052084,short,Pre-Hysterical Hare,Pre-Hysterical Hare,0,1958,\N,7,"Animation,Comedy,Family"
tt0052086,short,La première nuit,La première nuit,0,1958,\N,23,"Drama,Fantasy,Short"
tt0052087,movie,I prepotenti,I prepotenti,0,1958,\N,93,Comedy
tt0052088,movie,The Priest and the Girl,Der Priester und das Mädchen,0,1958,\N,89,"Drama,Romance"
tt0052089,short,Prima melodie,Prima melodie,0,1958,\N,33,"Drama,Short"
tt0052090,movie,Venetian Honeymoon,La prima notte,0,1959,\N,90,"Comedy,Romance"
tt0052091,movie,First Love,Primo amore,0,1959,\N,102,"Comedy,Drama,Romance"
tt0052093,movie,Women's Prison,Prisons de femmes,0,1958,\N,100,"Crime,Drama"
tt0052096,movie,A Sailor's Promises,Promesse di marinaio,0,1958,\N,102,\N
tt0052097,movie,The Proud Rebel,The Proud Rebel,0,1958,\N,103,"Drama,Western"
tt0052098,short,Psychiatric Nursing,Psychiatric Nursing,0,1958,\N,34,"Documentary,Short"
tt0052099,movie,Puchina,Puchina,0,1958,\N,99,Drama
tt0052100,short,Pull My Daisy,Pull My Daisy,0,1959,\N,30,Short
tt0052103,movie,Quantrill's Raiders,Quantrill's Raiders,0,1958,\N,68,Western
tt0052104,movie,Queen of Outer Space,Queen of Outer Space,0,1958,\N,80,"Adventure,Fantasy,Sci-Fi"
tt0052105,movie,Checkerboard,Les tripes au soleil,0,1959,\N,98,Drama
